 -1.00000000e+00 3.01486487e+00
 -9.80000000e-01 3.30293874e+00
 -9.60000000e-01 3.22289310e+00
 -9.40000000e-01 3.33922159e+00
 -9.20000000e-01 3.22024692e+00
 -9.00000000e-01 3.01235314e+00
 -8.80000000e-01 3.23156587e+00
 -8.60000000e-01 3.21178151e+00
 -8.40000000e-01 3.21812358e+00
 -8.20000000e-01 3.35681743e+00
 -8.00000000e-01 3.39495887e+00
 -7.80000000e-01 3.24614982e+00
 -7.60000000e-01 3.31053880e+00
 -7.40000000e-01 3.28318494e+00
 -7.20000000e-01 3.36168342e+00
 -7.00000000e-01 3.41218858e+00
 -6.80000000e-01 3.19598954e+00
 -6.60000000e-01 3.29450712e+00
 -6.40000000e-01 3.26689240e+00
 -6.20000000e-01 3.37249211e+00
 -6.00000000e-01 3.48763890e+00
 -5.80000000e-01 3.42995536e+00
 -5.60000000e-01 3.49654420e+00
 -5.40000000e-01 3.37862356e+00
 -5.20000000e-01 3.50725396e+00
 -5.00000000e-01 3.62110300e+00
 -4.80000000e-01 3.64999757e+00
 -4.60000000e-01 3.52896362e+00
 -4.40000000e-01 3.48084317e+00
 -4.20000000e-01 3.52822315e+00
 -4.00000000e-01 3.62327765e+00
 -3.80000000e-01 3.62083633e+00
 -3.60000000e-01 3.82065948e+00
 -3.40000000e-01 3.74601595e+00
 -3.20000000e-01 3.54596947e+00
 -3.00000000e-01 3.59951687e+00
 -2.80000000e-01 3.75916252e+00
 -2.60000000e-01 3.71234768e+00
 -2.40000000e-01 3.87205284e+00
 -2.20000000e-01 3.75562329e+00
 -2.00000000e-01 3.73666444e+00
 -1.80000000e-01 3.98301135e+00
 -1.60000000e-01 3.71679210e+00
 -1.40000000e-01 3.81629767e+00
 -1.20000000e-01 3.85429018e+00
 -1.00000000e-01 3.85227174e+00
 -8.00000000e-02 3.94209314e+00
 -6.00000000e-02 3.91835226e+00
 -4.00000000e-02 4.02272889e+00
 -2.00000000e-02 3.98315604e+00
 2.08166817e-17 3.89207228e+00
 2.00000000e-02 4.05790505e+00
 4.00000000e-02 4.13093434e+00
 6.00000000e-02 4.03691311e+00
 8.00000000e-02 3.96062205e+00
 1.00000000e-01 3.92939766e+00
 1.20000000e-01 4.23812991e+00
 1.40000000e-01 4.26595458e+00
 1.60000000e-01 4.04576739e+00
 1.80000000e-01 4.05169920e+00
 2.00000000e-01 3.96931455e+00
 2.20000000e-01 4.11417846e+00
 2.40000000e-01 4.22235280e+00
 2.60000000e-01 4.29263863e+00
 2.80000000e-01 4.28577370e+00
 3.00000000e-01 4.27262386e+00
 3.20000000e-01 4.31562842e+00
 3.40000000e-01 4.41459434e+00
 3.60000000e-01 4.33849020e+00
 3.80000000e-01 4.34635854e+00
 4.00000000e-01 4.40096545e+00
 4.20000000e-01 4.39300212e+00
 4.40000000e-01 4.44343427e+00
 4.60000000e-01 4.53622412e+00
 4.80000000e-01 4.70903715e+00
 5.00000000e-01 4.53421170e+00
 5.20000000e-01 4.54524429e+00
 5.40000000e-01 4.40144296e+00
 5.60000000e-01 4.47435468e+00
 5.80000000e-01 4.51322546e+00
 6.00000000e-01 4.49997554e+00
 6.20000000e-01 4.63625666e+00
 6.40000000e-01 4.53966032e+00
 6.60000000e-01 4.71953143e+00
 6.80000000e-01 4.57202892e+00
 7.00000000e-01 4.80787765e+00
 7.20000000e-01 4.52335021e+00
 7.40000000e-01 4.73135867e+00
 7.60000000e-01 4.82947490e+00
 7.80000000e-01 4.70861635e+00
 8.00000000e-01 4.81529180e+00
 8.20000000e-01 4.72048875e+00
 8.40000000e-01 4.53172640e+00
 8.60000000e-01 4.86376188e+00
 8.80000000e-01 4.70160608e+00
 9.00000000e-01 4.57055354e+00
 9.20000000e-01 4.86473556e+00
 9.40000000e-01 4.70702490e+00
 9.60000000e-01 4.90339930e+00
 9.80000000e-01 4.90776567e+00
 1.00000000e+00 4.85746149e+00
 1.02000000e+00 4.78479048e+00
 1.04000000e+00 5.04232209e+00
 1.06000000e+00 4.87029158e+00
 1.08000000e+00 4.88650362e+00
 1.10000000e+00 4.83859285e+00
 1.12000000e+00 4.95728511e+00
 1.14000000e+00 4.79438925e+00
 1.16000000e+00 4.93747694e+00
 1.18000000e+00 4.84054160e+00
 1.20000000e+00 4.91219947e+00
 1.22000000e+00 4.87298035e+00
 1.24000000e+00 4.96520255e+00
 1.26000000e+00 4.92482222e+00
 1.28000000e+00 4.84328194e+00
 1.30000000e+00 5.03085641e+00
 1.32000000e+00 5.05107464e+00
 1.34000000e+00 4.94877468e+00
